1111,c2bd7b4ed2081dfdcd5413faf859f637edc29cb1213b69d41ba337bf45b016d6,bd9fe759523c313cb3a585f44999dcfee1e233b1557efb43a8e27ce9edfdc85a,c7aec28ba1e16e9a6ea48a5701b698fa40782547a46a40e25dfa329c288ec769,0000
1111,2aa806f41dcba7a8685b242a9d34838a6b90b7c7be1d39e97b3a6600b9935e6c,a1adb4fa205c40da9ae249a80c023ab35ec3303097c03b8c0f42a8d9ae0926d9,fe2dc9f5b24dc6977774a7016b176af710d4e5696adc9be0c1504b3a7e028e84,0000
1111,7085e8bdb605dfa94cfcde85a6be6cb1c6ca14d7376acef29e45a87a2c63e22f,11babe3d0006cec8ecd66e15c0cf895b3432e6165d6304105d94ae910c32bcb7,9720812c51176c7bf1c357841a3fa27e0a262fd06a467cf62b99eba656bcc9f9,0000
1111,ff7085c46b782fbc69c84d5bac3150c378e8eee4d5abaf28eb01db13a839e473,0aee5033fdd395f0c91ecfc632ef96074a65ce12e875686edfb0b6d91fc3277e,008625d08b04e6ee848eb836ab2666294d6828b71053d8e0e6a7e710308325b9,0000
1111,78e83875d10bf6a708635ba614ab442ac07f1b61809a6c9beeca456218375139,1579be0baa2dd43145b36b028b6318316de9e60141bd835e7595383d35ef7e88,7656afc3a4255bf187c24aeb6fdc0da6b1977bd4f62bca4bf1abf3809f076318,0000
1111,3d68644f8ee39c314d7b07e04a902d7dac3e8ecbc9cf42fed38922d12ae7a765,81f1d8a76313f1cd7052846ef20673c810d9efa2780ac8c5dcaa1c203b9a4d91,7df055c6134c8aae098550385854b46381d33f11d900b0a33090600b2cbd7f9e,0000
1111,b0e745a3fda085ac890c46f228bdea561434e52dbe38bff58f20fb2c24e47b9d,71f54c45c5e827ae791cc7ca1f1e9d4b6bbcb08f995e5ae154ebeb73dac8ab91,ff6a219c1b5882b199dbdeb9acbac0baab2655bae974678e19b4a994e956b90d,0000
1111,e6564e20c73d295c1b2ab58844b2190edf053a1a9b6a756f6c4e492921b371df,05a20e9602a8ba838d39f151a15e32e05e7d2b0e17872a9355eaaf7fb0ce4cb1,46d9c1f4bdd2367167b919e28d5a1e30abd3616f8c352c76f094520b6421dedc,0000
1111,f0c6e8232bf912ebeb33c4f5736991818de158b11ec719fd3dca6bc57de75c7c,9bd576e32215bf5a1bfe8f31aa0ee79dce6072748763f27e39fb5dbe58b6a1e6,cf173cac27ca46198b521d059508ed58faa34c8a1a7c5482833d08db7bc6a8a8,0000
1111,a021afaf86a5e8ae61d6f0c3d7ae8fdc86144a406e65a991c515731105d3eb8e,eaee263dbac47b1e257e2ed169973b0a09fed13683d8f00542506da15af67af6,b8303f792759f3e65e0c49775599b3e735bc7cd716457e2a05dcba93533a804f,0000
